id,region,year,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,manufacturer
22592,odessa / midland,2010,like new,6 cylinders,gas,157943,clean,manual,4wd,full-size,SUV,red,tx,5098,bmw
22593,SF bay area,2004,excellent,6 cylinders,gas,109549,clean,automatic,fwd,mid-size,SUV,black,ca,6265,bmw
22594,bakersfield,2011,excellent,8 cylinders,diesel,67649,rebuilt,automatic,fwd,full-size,truck,black,ca,6267,ford
22595,bozeman,2002,good,4 cylinders,gas,195677,,automatic,4wd,mid-size,,silver,mt,14948,toyota
22596,phoenix,2012,excellent,4 cylinders,gas,87667,clean,automatic,fwd,mid-size,SUV,white,az,20754,jeep
22597,albuquerque,1997,fair,8 cylinders,gas,158622,clean,automatic,fwd,full-size,other,green,nm,1450,chevrolet
22598,cedar rapids,2011,like new,8 cylinders,gas,89901,clean,manual,4wd,full-size,truck,silver,ia,21119,ford
22599,hartford,1995,like new,4 cylinders,gas,152447,clean,automatic,fwd,compact,sedan,brown,ct,6062,honda
22600,pensacola,2011,excellent,4 cylinders,gas,135127,clean,automatic,fwd,full-size,SUV,grey,fl,10203,honda
22601,detroit metro,2001,excellent,6 cylinders,gas,69950,clean,manual,rwd,mid-size,sedan,red,mi,7248,bmw
22602,tucson,2014,excellent,4 cylinders,gas,152702,clean,automatic,fwd,compact,sedan,red,az,6676,volkswagen
22603,athens,2009,good,4 cylinders,gas,92649,rebuilt,automatic,fwd,mid-size,sedan,custom,,4349,volkswagen
22604,atlanta,2013,fair,4 cylinders,gas,79483,clean,automatic,fwd,compact,sedan,silver,ga,6946,hyundai
22605,anchorage / mat-su,2004,excellent,6 cylinders,,116064,rebuilt,automatic,fwd,mid-size,sedan,red,ak,6555,buick
22606,new york city,2015,excellent,6 cylinders,gas,61535,rebuilt,automatic,fwd,mid-size,sedan,silver,ny,21717,nissan
22607,north platte,2012,excellent,4 cylinders,gas,133545,clean,manual,fwd,mid-size,sedan,blue,ne,5905,lexus
22608,"st louis, MO",2013,excellent,4 cylinders,gas,84483,clean,automatic,fwd,compact,sedan,red,mo,7023,honda
22609,salem,2013,excellent,6 cylinders,diesel,80009,clean,manual,4wd,full-size,truck,red,or,17567,ford
22610,ann arbor,2013,excellent,4 cylinders,gas,93844,clean,automatic,fwd,mid-size,sedan,silver,mi,6972,mitsubishi
22611,"st louis, MO",2011,excellent,6 cylinders,gas,137254,rebuilt,automatic,fwd,mid-size,SUV,black,mo,8907,cadillac
22612,south coast,1993,fair,4 cylinders,gas,146593,salvage,manual,fwd,compact,coupe,green,ma,4529,toyota
22613,hartford,2012,excellent,4 cylinders,gas,52387,clean,automatic,fwd,full-size,sedan,brown,,9338,lexus
22614,flint,2006,good,8 cylinders,gas,112436,clean,automatic,4wd,full-size,sedan,green,mi,11199,bmw
22615,central NJ,2019,excellent,4 cylinders,gas,44282,clean,other,fwd,mid-size,SUV,blue,nj,11335,honda
22616,houston,2014,excellent,6 cylinders,diesel,112046,clean,automatic,4wd,full-size,truck,white,tx,55200,ram
22617,columbus,2007,excellent,4 cylinders,gas,110865,rebuilt,automatic,fwd,full-size,pickup,green,,5275,chevrolet
22618,redding,2007,good,8 cylinders,gas,256714,rebuilt,manual,fwd,full-size,truck,grey,ca,8671,ford
22619,salt lake city,2019,like new,8 cylinders,diesel,17581,rebuilt,automatic,4wd,full-size,pickup,black,ut,37299,ram
22620,rhode island,1998,excellent,4 cylinders,gas,172084,clean,manual,fwd,mid-size,sedan,green,ri,1443,toyota
22621,chicago,2011,like new,4 cylinders,gas,79832,clean,automatic,fwd,compact,coupe,red,il,13804,ford
22622,pittsburgh,2013,excellent,4 cylinders,gas,130515,clean,automatic,fwd,mid-size,SUV,silver,pa,7732,kia
22623,san diego,2013,like new,4 cylinders,gas,95309,clean,manual,fwd,full-size,sedan,black,ca,6884,ford
22624,san luis obispo,2011,excellent,6 cylinders,,153235,clean,automatic,fwd,mid-size,mini-van,black,ca,10194,ford
22625,las vegas,2011,excellent,6 cylinders,gas,105665,clean,automatic,fwd,mid-size,sedan,black,nv,6512,bmw
22626,tallahassee,2015,new,4 cylinders,gas,165673,clean,automatic,fwd,compact,hatchback,silver,fl,4265,nissan
22627,las vegas,1997,fair,6 cylinders,gas,216909,clean,automatic,fwd,compact,coupe,blue,,6017,bmw
22628,north jersey,2005,good,8 cylinders,gas,88873,clean,manual,4wd,full-size,SUV,red,nj,15125,chevrolet
22629,bend,2010,good,6 cylinders,gas,148782,clean,automatic,fwd,mid-size,SUV,white,or,12372,ford
22630,columbus,2020,like new,4 cylinders,,126369,clean,manual,fwd,full-size,sedan,green,oh,1731,volkswagen
22631,richmond,2010,excellent,4 cylinders,gas,81713,salvage,other,fwd,mid-size,sedan,grey,va,8810,honda
22632,york,1995,excellent,6 cylinders,gas,100790,clean,manual,rwd,compact,convertible,orange,pa,19376,bmw
22633,st cloud,2013,excellent,8 cylinders,gas,144734,clean,automatic,4wd,full-size,pickup,black,mn,7654,toyota
22634,philadelphia,2013,excellent,6 cylinders,gas,240390,clean,automatic,fwd,full-size,SUV,white,pa,9186,toyota
22635,rhode island,2013,excellent,6 cylinders,gas,165101,,automatic,4wd,full-size,,black,,16548,cadillac
22636,cedar rapids,2010,good,8 cylinders,diesel,131155,clean,automatic,4wd,full-size,truck,white,ia,17223,ram
22637,SF bay area,2018,excellent,4 cylinders,gas,49541,rebuilt,automatic,fwd,mid-size,sedan,black,ca,12113,chrysler
22638,denver,2012,good,6 cylinders,gas,154638,rebuilt,automatic,fwd,compact,sedan,silver,co,5862,honda
22639,nashville,1993,good,6 cylinders,gas,105392,clean,automatic,rwd,full-size,sedan,white,tn,26248,bmw
22640,mcallen / edinburg,2012,excellent,4 cylinders,gas,85606,rebuilt,automatic,fwd,full-size,sedan,black,tx,7241,chevrolet
22641,rochester,2018,like new,8 cylinders,gas,65054,clean,automatic,rwd,full-size,pickup,white,ny,37148,ford
22642,st augustine,2014,good,8 cylinders,gas,66040,clean,other,rwd,full-size,pickup,black,fl,15850,ford
22643,milwaukee,2002,good,6 cylinders,gas,164408,clean,automatic,fwd,full-size,truck,white,,3511,ford
22644,albuquerque,2006,good,4 cylinders,gas,230186,rebuilt,manual,fwd,mid-size,wagon,green,nm,6839,subaru
22645,duluth / superior,2012,like new,6 cylinders,gas,114112,clean,automatic,4wd,full-size,SUV,black,mn,17766,ford
22646,knoxville,2012,good,4 cylinders,,25387,salvage,automatic,4wd,full-size,truck,grey,tn,23328,chevrolet
22647,huntsville / decatur,2012,good,6 cylinders,gas,144706,clean,automatic,fwd,full-size,truck,white,al,8365,ford
22648,boise,2006,like new,4 cylinders,gas,221042,clean,automatic,4wd,full-size,pickup,silver,,6465,ford
22649,bakersfield,1998,excellent,8 cylinders,gas,127372,,automatic,fwd,full-size,,green,ca,4751,chevrolet
22650,duluth / superior,2012,like new,4 cylinders,,96098,clean,automatic,4wd,mid-size,SUV,black,mn,16732,subaru
22651,el paso,2012,excellent,4 cylinders,gas,102151,salvage,automatic,fwd,mid-size,sedan,black,tx,12494,volkswagen
22652,rockford,2014,excellent,6 cylinders,diesel,61438,clean,automatic,4wd,full-size,truck,blue,,36248,ram
22653,stockton,2020,like new,4 cylinders,gas,66996,rebuilt,automatic,4wd,full-size,sedan,black,ca,12760,audi
22654,tampa bay area,2014,excellent,4 cylinders,gas,70624,salvage,automatic,fwd,full-size,SUV,green,fl,22376,nissan
22655,oklahoma city,1996,excellent,6 cylinders,gas,105184,clean,automatic,rwd,full-size,coupe,blue,ok,13512,bmw
22656,sacramento,2011,like new,4 cylinders,gas,162830,clean,automatic,fwd,mid-size,sedan,black,ca,8547,kia
22657,duluth / superior,2012,excellent,4 cylinders,,123985,clean,automatic,fwd,full-size,SUV,black,mn,15858,kia
22658,richmond,2014,excellent,6 cylinders,gas,111371,clean,automatic,fwd,mid-size,sedan,red,va,20488,ford
22659,duluth / superior,2008,good,8 cylinders,gas,18179,clean,automatic,4wd,full-size,truck,black,,22279,chevrolet
22660,orlando,2012,like new,4 cylinders,gas,51713,clean,automatic,fwd,compact,convertible,blue,fl,4597,ford
22661,"st louis, MO",2003,fair,8 cylinders,gas,137262,clean,automatic,fwd,full-size,truck,silver,mo,3284,chevrolet
22662,detroit metro,2017,like new,4 cylinders,gas,148,clean,automatic,fwd,mid-size,sedan,blue,mi,18361,kia
22663,winston-salem,2016,like new,6 cylinders,gas,79851,clean,automatic,rwd,full-size,truck,white,nc,32127,ford
22664,sacramento,2012,like new,4 cylinders,gas,274268,clean,automatic,fwd,full-size,sedan,black,ca,6319,nissan
22665,norfolk / hampton roads,2012,fair,8 cylinders,diesel,84891,clean,automatic,4wd,full-size,truck,red,va,16851,ford
22666,elmira-corning,2003,excellent,6 cylinders,gas,222923,clean,automatic,4wd,full-size,SUV,white,ny,7582,ford
22667,orange county,1984,good,8 cylinders,gas,81240,clean,manual,rwd,full-size,sedan,black,ca,2538,ford
22668,daytona beach,2010,excellent,8 cylinders,,46129,clean,automatic,rwd,mid-size,sedan,black,,19043,ford
22669,rhode island,2011,excellent,6 cylinders,gas,114142,clean,automatic,fwd,mid-size,mini-van,silver,,6716,volkswagen
22670,lehigh valley,2011,like new,8 cylinders,gas,141463,clean,automatic,4wd,full-size,SUV,green,pa,13104,ford
22671,central NJ,2004,fair,4 cylinders,gas,206019,rebuilt,automatic,fwd,compact,sedan,blue,nj,3867,honda
22672,central michigan,2017,excellent,8 cylinders,gas,172793,clean,automatic,4wd,full-size,SUV,blue,mi,18531,acura
22673,eugene,1996,good,8 cylinders,gas,139843,rebuilt,manual,4wd,full-size,SUV,black,or,14037,ford
22674,pueblo,2015,excellent,6 cylinders,gas,58080,clean,automatic,rwd,full-size,pickup,green,co,13309,chevrolet
22675,hartford,2009,excellent,6 cylinders,gas,154847,clean,automatic,4wd,full-size,pickup,black,ct,24142,ford
22676,columbus,2011,excellent,6 cylinders,gas,93447,clean,automatic,fwd,full-size,pickup,black,oh,5559,ford
22677,chico,1967,good,8 cylinders,diesel,31951,clean,automatic,rwd,full-size,truck,white,ca,29228,ford
22678,south coast,2006,excellent,4 cylinders,gas,124098,clean,automatic,fwd,mid-size,coupe,green,,6212,toyota
22679,muncie / anderson,2014,like new,4 cylinders,gas,98557,clean,automatic,fwd,compact,sedan,black,in,18255,buick
22680,northern michigan,2013,good,4 cylinders,gas,118532,lien,automatic,fwd,full-size,SUV,black,mi,4612,nissan
22681,"kansas city, MO",2009,excellent,6 cylinders,gas,104123,clean,automatic,fwd,full-size,sedan,black,mo,5664,honda
22682,knoxville,2017,good,8 cylinders,diesel,33038,rebuilt,automatic,rwd,full-size,truck,blue,tn,36128,chevrolet
22683,el paso,2016,excellent,6 cylinders,gas,84502,rebuilt,other,rwd,sub-compact,coupe,white,tx,17715,ford
22684,greensboro,2002,like new,4 cylinders,gas,150866,clean,manual,4wd,mid-size,SUV,green,nc,1534,gmc
22685,denver,2014,excellent,4 cylinders,gas,216672,clean,automatic,fwd,mid-size,sedan,silver,,4730,toyota
22686,treasure coast,2013,good,8 cylinders,gas,78529,clean,automatic,fwd,mid-size,coupe,green,fl,16351,chevrolet
22687,tampa bay area,1988,excellent,8 cylinders,gas,117791,clean,manual,rwd,full-size,coupe,green,fl,5165,ford
22688,los angeles,2002,excellent,6 cylinders,gas,112787,clean,manual,rwd,compact,convertible,black,ca,8752,bmw
22689,stockton,2014,excellent,6 cylinders,gas,73094,rebuilt,automatic,4wd,compact,SUV,silver,ca,6815,bmw
22690,mohave county,2008,good,6 cylinders,gas,178621,clean,manual,fwd,mid-size,SUV,orange,az,9182,dodge
22691,SF bay area,1997,excellent,4 cylinders,gas,151089,clean,manual,4wd,mid-size,offroad,green,ca,2650,jeep
22692,kalamazoo,2014,excellent,6 cylinders,gas,119921,clean,automatic,fwd,compact,sedan,white,mi,7771,ford
22693,orlando,2013,excellent,4 cylinders,gas,109825,rebuilt,manual,fwd,mid-size,sedan,blue,fl,10009,ford
22694,el paso,2006,excellent,6 cylinders,gas,127556,clean,manual,fwd,mid-size,sedan,white,tx,9146,lexus
22695,dallas / fort worth,2018,like new,4 cylinders,gas,43343,clean,automatic,fwd,mid-size,sedan,white,,16815,ford
22696,topeka,2008,good,4 cylinders,gas,148237,clean,manual,fwd,mid-size,sedan,green,ks,2974,bmw
22697,pittsburgh,1966,excellent,8 cylinders,gas,81927,clean,automatic,rwd,mid-size,pickup,white,pa,4078,ford
22698,syracuse,2007,excellent,6 cylinders,gas,131918,clean,automatic,fwd,mid-size,SUV,black,ny,3290,jeep
22699,omaha / council bluffs,2014,excellent,4 cylinders,gas,139955,rebuilt,automatic,fwd,mid-size,sedan,silver,ia,6154,toyota
22700,dubuque,2007,excellent,6 cylinders,gas,113913,clean,manual,rwd,mid-size,sedan,grey,ia,18564,bmw
22701,daytona beach,2004,fair,6 cylinders,gas,23217,parts only,automatic,rwd,full-size,SUV,custom,fl,16866,bmw
22702,albany,2006,good,8 cylinders,diesel,3045,clean,manual,rwd,full-size,truck,red,ny,56419,ford
22703,anchorage / mat-su,2014,excellent,6 cylinders,,88170,clean,automatic,rwd,mid-size,pickup,white,ak,25197,ford
22704,harrisburg,2017,excellent,4 cylinders,gas,82179,clean,automatic,fwd,compact,SUV,blue,pa,18730,honda
22705,san diego,1997,fair,4 cylinders,gas,175169,clean,manual,fwd,mid-size,SUV,green,ca,3424,jeep
22706,western slope,2009,excellent,4 cylinders,gas,112254,clean,automatic,fwd,full-size,sedan,black,co,6722,chevrolet
22707,ann arbor,2017,like new,4 cylinders,gas,44845,,automatic,fwd,mid-size,,black,mi,20617,hyundai
22708,bakersfield,2019,good,6 cylinders,gas,51253,clean,manual,fwd,full-size,van,black,,30460,ford
22709,cape cod / islands,2014,excellent,6 cylinders,,-1,clean,automatic,fwd,mid-size,SUV,silver,ma,17740,chrysler
22710,philadelphia,2003,fair,6 cylinders,gas,146014,clean,automatic,rwd,mid-size,SUV,silver,pa,3788,buick
22711,harrisonburg,2013,good,4 cylinders,gas,102971,clean,automatic,4wd,compact,SUV,black,va,9958,ford
22712,olympic peninsula,2006,excellent,6 cylinders,gas,120405,clean,automatic,fwd,full-size,sedan,black,wa,8036,dodge
22713,kokomo,2006,excellent,6 cylinders,gas,189402,clean,manual,4wd,full-size,sedan,blue,in,3836,audi
22714,sacramento,2020,excellent,4 cylinders,gas,92824,rebuilt,automatic,fwd,compact,sedan,black,ca,16508,hyundai
22715,denver,2004,good,8 cylinders,gas,128553,clean,automatic,rwd,full-size,truck,white,co,8847,gmc
22716,little rock,2003,fair,4 cylinders,gas,189005,clean,automatic,fwd,mid-size,sedan,green,ar,1466,toyota
22717,tulsa,2017,excellent,6 cylinders,gas,95352,rebuilt,automatic,fwd,full-size,SUV,grey,,32573,chevrolet
22718,bend,2013,excellent,4 cylinders,gas,218268,rebuilt,automatic,fwd,mid-size,sedan,silver,or,2337,honda
22719,east idaho,2003,excellent,6 cylinders,gas,68845,clean,manual,rwd,mid-size,convertible,orange,id,6149,bmw
22720,sioux falls / SE SD,2012,good,4 cylinders,gas,92629,clean,automatic,fwd,mid-size,wagon,silver,sd,6227,chevrolet
22721,louisville,2012,excellent,6 cylinders,gas,154953,salvage,automatic,4wd,mid-size,SUV,black,ky,21760,jeep
22722,chicago,2006,good,8 cylinders,gas,82333,clean,automatic,rwd,full-size,coupe,black,il,5452,ford
22723,rochester,1999,fair,6 cylinders,gas,150702,clean,automatic,4wd,full-size,pickup,blue,ny,3252,ford
22724,milwaukee,2007,excellent,6 cylinders,gas,300085,clean,automatic,fwd,full-size,sedan,black,wi,6598,ford
22725,western slope,2011,excellent,6 cylinders,gas,93304,clean,automatic,rwd,full-size,SUV,black,co,12352,bmw
22726,central NJ,2009,fair,8 cylinders,gas,126484,rebuilt,automatic,4wd,full-size,SUV,blue,nj,4751,lincoln
22727,fayetteville,2010,excellent,6 cylinders,gas,185031,clean,automatic,fwd,mid-size,pickup,white,,5470,toyota
22728,redding,2010,excellent,4 cylinders,gas,99447,clean,automatic,fwd,mid-size,sedan,silver,ca,4652,honda
22729,chattanooga,2008,good,4 cylinders,gas,83516,clean,manual,fwd,compact,sedan,green,,4249,mazda
22730,grand rapids,2018,excellent,8 cylinders,diesel,82826,clean,automatic,4wd,full-size,truck,white,mi,64996,ford
22731,atlanta,1985,good,6 cylinders,gas,175499,clean,manual,4wd,full-size,SUV,blue,ga,8676,jeep
22732,southeast IA,2012,good,4 cylinders,gas,116605,clean,automatic,fwd,mid-size,sedan,blue,,6807,volkswagen
22733,indianapolis,1994,good,8 cylinders,gas,174360,clean,manual,4wd,mid-size,coupe,black,in,6266,ford
22734,wichita,2011,excellent,4 cylinders,gas,75648,rebuilt,automatic,fwd,mid-size,sedan,black,ks,8649,honda
22735,bend,2003,good,4 cylinders,diesel,62920,clean,manual,fwd,mid-size,truck,green,,14564,chevrolet
22736,central NJ,1995,good,4 cylinders,gas,37126,clean,manual,fwd,compact,sedan,black,nj,9391,chevrolet
22737,orange county,2017,like new,6 cylinders,diesel,23006,rebuilt,automatic,rwd,full-size,truck,white,ca,30870,ford
22738,memphis,2013,like new,6 cylinders,gas,80454,clean,automatic,rwd,full-size,sedan,grey,tn,19064,cadillac
22739,bend,1995,good,8 cylinders,diesel,221140,clean,automatic,4wd,mid-size,truck,black,or,1930,ford
22740,las vegas,2009,excellent,6 cylinders,gas,46524,clean,manual,rwd,mid-size,convertible,black,nv,24708,bmw
22741,scranton / wilkes-barre,2016,like new,6 cylinders,diesel,66955,clean,automatic,4wd,full-size,SUV,black,,39011,ram
22742,inland empire,1943,fair,8 cylinders,gas,121948,clean,manual,rwd,full-size,truck,black,ca,47188,dodge
22743,detroit metro,2018,excellent,8 cylinders,gas,40989,clean,automatic,4wd,full-size,pickup,black,mi,26618,ford
22744,albany,2012,good,other,gas,141448,clean,other,fwd,compact,sedan,black,ny,3757,honda
22745,new hampshire,1982,excellent,8 cylinders,gas,130899,clean,manual,rwd,full-size,truck,white,,34442,ford
22746,oklahoma city,2016,excellent,6 cylinders,gas,131612,clean,automatic,fwd,mid-size,SUV,blue,ok,4069,buick
22747,las vegas,2014,good,4 cylinders,gas,139421,clean,automatic,fwd,compact,SUV,black,nv,8960,chevrolet
22748,raleigh / durham / CH,2011,excellent,6 cylinders,gas,66757,clean,manual,fwd,mid-size,van,blue,nc,6927,toyota
22749,phoenix,1990,excellent,8 cylinders,gas,102855,salvage,automatic,rwd,full-size,sedan,black,az,11714,bmw
22750,richmond,2014,good,8 cylinders,diesel,81375,clean,automatic,4wd,full-size,truck,grey,,8496,ford
22751,bend,2015,excellent,4 cylinders,gas,66674,clean,automatic,4wd,full-size,SUV,green,or,15674,ford
22752,state college,2008,excellent,4 cylinders,gas,234740,clean,manual,fwd,mid-size,truck,green,,2798,ford
22753,san antonio,2003,good,6 cylinders,gas,146275,rebuilt,manual,fwd,full-size,coupe,grey,tx,3220,ford
22754,eugene,1997,good,8 cylinders,gas,167184,clean,automatic,fwd,full-size,truck,black,or,2065,ford
22755,central NJ,2015,excellent,6 cylinders,gas,108203,clean,automatic,4wd,full-size,SUV,blue,nj,18443,subaru
22756,northern panhandle,1968,like new,8 cylinders,diesel,-1,clean,automatic,rwd,full-size,truck,white,wv,19397,ram
22757,philadelphia,2013,excellent,4 cylinders,gas,55739,clean,automatic,fwd,mid-size,sedan,silver,pa,12991,kia
22758,"washington, DC",2011,excellent,8 cylinders,gas,18176,clean,automatic,4wd,mid-size,SUV,black,,13042,chevrolet
22759,mcallen / edinburg,2017,excellent,4 cylinders,gas,6579,rebuilt,automatic,fwd,mid-size,SUV,white,tx,18378,dodge
22760,central NJ,1994,like new,4 cylinders,gas,179498,clean,manual,fwd,mid-size,sedan,silver,nj,7404,buick
22761,fayetteville,2014,excellent,4 cylinders,gas,104222,rebuilt,automatic,fwd,mid-size,sedan,black,nc,13902,nissan
22762,rhode island,2011,fair,8 cylinders,gas,67337,clean,automatic,fwd,mid-size,sedan,white,ri,3809,ford
22763,tulsa,1940,excellent,8 cylinders,,5225,clean,manual,rwd,full-size,truck,black,ok,15255,ford
22764,south florida,2007,excellent,6 cylinders,gas,181782,clean,automatic,fwd,midーsize,sedan,black,fl,2126,bmw
22765,south florida,2008,good,6 cylinders,gas,89569,clean,automatic,fwd,mid-size,sedan,silver,fl,24958,bmw
